,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,living_area_renov,lot_area_renov,Number of schools nearby,Distance from the airport,Price,Property Age,Renovation Age
6080,4,1.75,1740,8800,1.0,0,0,4,8,1740,0,2180,8436,1,59,560000,51,0
6081,3,1.75,1740,6220,1.0,0,0,4,6,1740,0,1630,8418,3,53,395000,62,0
6082,4,1.75,1740,7700,1.0,0,0,5,7,1740,0,1740,8120,3,59,600000,48,0
6083,4,2.25,2240,8376,1.0,0,0,3,8,1740,500,1890,7875,1,69,530000,32,0
6084,4,2.0,1740,9000,1.0,0,0,5,8,1740,0,1850,7700,1,79,710000,58,0
6085,4,1.0,1740,11075,1.5,0,0,3,7,1740,0,1580,7684,1,75,310000,51,0
6086,3,1.75,1740,10000,1.0,0,0,3,7,1740,0,1350,7500,3,61,517000,40,7
6087,3,2.5,1740,6992,2.0,0,0,3,7,1740,0,1260,6825,2,68,261500,26,0
6088,4,2.5,1740,7895,2.0,0,0,3,7,1740,0,1720,6813,2,54,302000,17,0
6089,3,1.75,1740,6800,1.5,0,0,4,7,1740,0,990,6800,2,71,450000,67,0
6090,3,2.75,3390,7000,1.0,0,3,4,8,1740,1650,1770,6500,3,77,915000,37,0
6091,3,2.5,1740,5782,2.0,0,0,4,8,1740,0,2080,5782,1,62,496700,27,0
6092,2,1.75,1740,6620,1.5,0,0,3,8,1740,0,1560,5400,2,59,350000,14,0
6093,2,1.0,1740,5719,1.0,0,0,3,8,1740,0,1980,5000,3,71,800000,61,0
6094,3,2.5,1740,5267,2.0,0,0,3,7,1740,0,2180,5000,2,59,325000,17,0
6095,3,2.5,1740,3690,2.0,0,0,3,8,1740,0,2100,4944,3,67,399000,16,0
6096,3,1.0,1740,4800,1.0,0,0,3,8,1740,0,1600,4800,3,53,430000,64,0
6097,3,2.5,2350,3750,2.0,0,0,3,7,1740,610,1590,4700,3,65,650000,13,0
6098,4,1.0,1740,4400,1.5,0,0,3,7,1740,0,1590,4400,3,53,382000,92,0
6099,3,1.75,2040,4005,1.5,0,0,4,8,1740,300,1380,4005,3,53,620000,86,0
6100,3,2.5,1740,3721,2.0,0,0,3,8,1740,0,2030,3794,3,55,257000,7,0
6101,3,1.0,1850,5775,2.0,0,0,3,6,1740,110,1520,3578,1,60,330000,88,0
6102,3,2.5,1740,4948,2.0,0,0,3,7,1740,0,1290,3383,3,67,410000,8,0
6103,3,2.5,1740,3043,2.0,0,0,3,7,1740,0,1920,2869,3,79,447000,4,0
6104,3,3.0,1740,3700,1.0,0,0,3,7,1740,0,1830,2480,3,55,612000,34,0
6105,3,2.5,1740,1236,3.0,0,2,3,8,1740,0,1740,1280,1,72,580000,8,0
6106,3,2.5,1740,1279,3.0,0,0,3,8,1740,0,1740,1280,1,66,568000,8,0
6107,3,2.0,1730,38884,1.0,0,0,3,8,1730,0,2130,91040,2,77,470000,19,0
6108,4,1.0,1730,177657,1.5,0,0,3,5,1730,0,1400,45175,2,51,300000,68,0
6109,3,1.5,1730,40250,2.0,0,0,4,8,1730,0,1730,36250,2,51,535500,33,0
6110,3,2.5,1730,46638,2.0,0,0,3,8,1730,0,1750,35508,1,60,435000,25,0
6111,3,1.75,1730,11325,1.0,0,0,5,7,1730,0,2030,17859,1,71,292000,44,0
6112,4,1.0,1730,36356,1.5,0,0,4,6,1730,0,1380,14060,3,53,319000,62,0
6113,3,2.0,1730,12219,1.0,0,0,4,7,1730,0,2470,13594,2,70,625000,30,0
6114,4,2.25,2240,12650,1.0,0,0,4,8,1730,510,2150,12650,2,78,415000,35,0
6115,2,2.25,1730,31491,2.0,1,2,4,7,1730,0,1400,12410,1,53,800000,69,28
6116,4,3.0,1730,7264,2.0,0,0,3,6,1730,0,1500,12104,1,65,265000,96,0
6117,4,2.0,2180,10575,1.0,0,0,2,6,1730,450,2180,12010,2,63,480000,66,0
6118,3,1.75,1730,14270,1.0,0,0,3,7,1730,0,1600,11232,3,54,299000,57,0
6119,4,1.75,1730,9520,1.0,0,0,4,7,1730,0,1550,11211,2,70,320000,45,0
6120,4,1.75,2030,5688,2.0,0,4,4,9,1730,300,2320,11107,3,54,550000,77,0
6121,3,2.5,2850,10474,1.0,0,0,4,8,1730,1120,2820,10474,2,59,1150000,62,0
6122,3,1.75,1730,18250,1.0,0,0,3,8,1730,0,2180,10027,1,54,521000,28,0
6123,3,1.75,1730,11986,1.0,0,3,5,6,1730,0,2490,9264,2,52,340000,98,0
6124,3,1.75,1730,9211,1.0,0,0,3,8,1730,0,1440,9211,2,70,400000,55,0
6125,3,2.25,1730,10030,1.0,0,0,4,8,1730,0,2090,8823,2,78,300000,31,0
6126,3,2.5,2430,7857,2.0,0,0,5,8,1730,700,2160,8740,1,72,359000,36,0
6127,6,2.25,2930,15949,1.0,0,0,4,8,1730,1200,1730,8550,3,71,429300,51,0
6128,4,1.75,1730,7980,1.0,0,0,4,8,1730,0,2080,8400,3,54,515000,51,0
6129,3,2.5,1730,1803,2.0,0,0,3,7,1730,0,1190,7980,1,65,187000,11,0
6130,4,1.5,1730,7464,2.0,0,0,4,7,1730,0,1370,7860,1,78,243400,57,0
6131,4,1.0,1730,7350,1.5,0,0,4,6,1730,0,1440,7752,2,64,152500,46,0
6132,5,2.75,2580,7630,1.0,0,0,4,7,1730,850,2040,7717,3,53,915000,62,0
6133,3,2.5,2050,6420,1.0,0,3,3,8,1730,320,2370,7620,3,65,670000,60,0
6134,3,2.5,1890,4838,2.0,0,0,3,8,1730,160,1910,7409,1,72,269950,14,0
6135,4,3.0,2860,5724,1.0,0,0,3,7,1730,1130,2340,7200,1,75,390000,33,0
6136,3,1.75,1730,7200,1.5,0,0,4,6,1730,0,860,7200,3,53,226450,72,0
6137,5,2.0,1730,7375,1.0,0,0,4,6,1730,0,1550,7125,2,58,249950,72,0
6138,3,2.5,1730,6930,2.0,0,0,3,8,1730,0,1780,6930,1,74,258000,22,0
6139,3,2.5,1730,6368,2.0,0,0,3,7,1730,0,1780,6597,1,68,315000,23,0
6140,3,1.75,1730,7416,1.5,0,0,3,7,1730,0,1390,6490,1,56,355000,62,0
6141,3,2.5,1730,5799,2.0,0,0,4,7,1730,0,1710,6490,1,62,275000,29,0
6142,3,2.5,1730,7442,2.0,0,0,3,7,1730,0,1630,6458,2,76,245000,29,0
6143,2,1.0,1730,6375,2.0,0,0,4,6,1730,0,1180,6250,3,54,396675,71,0
6144,3,2.0,1730,6007,1.0,0,0,3,8,1730,0,2000,6245,3,63,299000,12,0
6145,4,1.75,1730,5922,2.0,0,0,5,7,1730,0,1700,6127,2,57,446000,67,0
6146,4,2.0,2850,4497,1.5,0,1,3,7,1730,1120,2450,6000,3,66,650000,106,0
6147,4,2.5,2020,4350,2.0,0,0,5,9,1730,290,1620,5800,3,56,554729,73,0
6148,3,3.0,2480,5500,2.0,0,3,3,10,1730,750,2950,5670,3,80,1390000,66,11
6149,4,2.25,2870,6000,1.0,0,0,5,8,1730,1140,2370,5500,1,51,1270000,65,0
6150,3,2.75,2330,4780,2.0,0,3,3,8,1730,600,1100,5336,3,78,550000,86,28
6151,3,2.5,2830,6000,1.0,0,3,3,9,1730,1100,2040,5300,2,58,713414,62,0
6152,4,1.5,2430,4995,1.5,0,0,4,7,1730,700,2240,5000,1,71,580000,88,0
6153,3,1.5,2500,6000,1.5,0,0,5,7,1730,770,1340,5000,1,59,417000,75,32
6154,3,3.0,1730,2940,3.0,0,0,3,7,1730,0,1690,4410,1,80,490000,31,0
6155,3,2.5,1730,4408,2.0,0,0,3,8,1730,0,1730,4408,1,79,445000,20,0
6156,3,2.5,1730,4924,2.0,0,0,3,8,1730,0,1610,4313,2,60,480680,20,0
6157,3,2.5,1730,4065,2.0,0,0,3,8,1730,0,1730,4094,2,76,435000,20,0
6158,4,2.5,2030,4080,1.5,0,0,4,8,1730,300,1980,4080,2,63,730000,95,0
6159,5,2.5,2760,4000,1.5,0,0,3,8,1730,1030,1680,4000,3,64,575000,90,2
6160,4,2.75,2640,4000,2.0,0,0,5,8,1730,910,1530,3740,2,58,895000,91,0
6161,3,2.5,1730,3600,2.0,0,0,3,8,1730,0,2030,3600,1,55,329780,2,0
6162,3,2.5,1730,3600,2.0,0,0,3,8,1730,0,2030,3600,3,54,328423,2,0
6163,4,2.5,2130,3420,1.5,0,0,4,7,1730,400,1520,3420,2,73,725000,100,0
6164,3,3.25,2310,3075,2.0,0,0,3,8,1730,580,2310,3075,1,69,589500,11,0
6165,3,3.0,1730,1755,3.0,0,0,3,8,1730,0,1830,1804,1,53,577450,2,0
6166,3,3.0,1730,1902,3.0,0,0,3,8,1730,0,1830,1804,3,54,566950,2,0
6167,3,2.5,1730,3000,2.0,0,0,3,8,1730,0,1730,1774,2,80,665000,20,0
6168,3,2.5,1730,1301,3.0,0,0,3,9,1730,0,1330,1240,1,69,625000,5,0
6169,2,1.75,1728,95950,1.0,0,3,3,9,1728,0,1720,35735,2,71,730000,4,0
6170,3,1.75,1726,197326,2.0,0,0,4,7,1726,0,2114,99316,2,72,363750,34,0
6171,3,2.0,1720,128066,1.0,0,0,3,7,1720,0,2360,111078,2,56,427000,22,0
6172,3,2.5,1720,99916,2.0,0,0,4,7,1720,0,1340,73180,2,79,365000,26,0
6173,3,3.0,1720,70567,1.0,0,2,5,7,1720,0,2740,70567,2,75,550388,50,0
6174,3,2.75,1720,28000,1.0,0,0,4,7,1720,0,2000,41817,2,74,326000,58,0
6175,3,1.75,2120,56192,1.0,0,1,3,9,1720,400,2240,20500,1,70,892500,57,0
6176,3,2.5,3070,14400,1.0,0,3,5,9,1720,1350,2020,18211,1,77,550000,31,0
6177,4,2.75,2750,14982,1.0,0,3,3,9,1720,1030,2860,16344,1,51,604700,35,0
6178,3,1.0,1720,16552,1.0,0,0,4,7,1720,0,1550,15457,1,67,354900,45,0
6179,3,2.0,1720,15000,1.0,0,0,3,9,1720,0,1900,15337,3,78,441000,5,0
6180,4,2.25,2460,14600,1.0,0,0,4,8,1720,740,2460,14600,1,62,439950,39,0
6181,3,1.75,1720,13104,1.0,0,0,4,7,1720,0,1840,13104,1,74,285000,54,0
6182,3,2.25,2120,14915,1.0,0,0,3,9,1720,400,2320,13100,1,66,332000,37,0
6183,4,2.75,2520,54014,2.0,0,0,3,8,1720,800,2520,13000,3,56,508500,37,0
6184,5,2.5,3110,15783,1.0,0,0,3,8,1720,1390,2550,12220,2,67,580000,42,0
6185,4,2.75,2340,11034,1.0,0,0,3,8,1720,620,2370,11941,2,77,440000,49,0
6186,3,1.75,1720,12540,1.0,0,0,4,7,1720,0,1440,11850,3,76,490000,60,0
6187,4,2.5,3300,10764,1.0,0,0,4,9,1720,1580,2290,10975,3,51,765000,45,0
6188,5,2.5,3440,12900,1.0,0,2,4,8,1720,1720,2100,10751,3,58,554000,58,0
6189,3,2.5,1720,11656,2.0,0,0,3,8,1720,0,1890,10336,3,59,540000,29,17
6190,4,2.25,2270,10000,1.0,0,0,5,8,1720,550,2270,10148,1,80,596000,42,0
6191,4,1.75,1720,10018,1.0,0,0,5,7,1720,0,1220,10018,3,66,248500,56,0
6192,4,2.75,2100,11894,1.0,0,0,4,8,1720,380,2390,9450,1,56,640000,48,0
6193,3,1.75,1720,5956,2.0,0,0,3,8,1720,0,1620,9324,1,62,575000,35,0
6194,5,2.75,2580,9242,2.0,0,2,4,8,1720,860,2240,9316,3,51,713000,49,0
6195,4,2.75,2620,13777,1.5,0,2,4,9,1720,900,3530,9287,2,72,978000,90,0
6196,5,2.0,1720,9972,1.0,0,0,4,8,1720,0,2700,9023,2,55,845000,65,0
6197,4,1.75,1940,7500,1.0,0,0,4,7,1720,220,2000,9000,2,54,274000,50,0
6198,4,3.25,2690,7200,2.0,0,3,3,9,1720,970,2400,8845,3,55,635000,38,0
6199,4,2.75,1720,6270,2.0,0,0,3,8,1720,0,2130,8700,1,58,477000,38,0
6200,3,1.0,1720,8910,1.0,0,0,4,7,1720,0,1870,8640,3,76,399950,62,0
6201,5,2.5,1720,10202,1.5,0,0,3,7,1720,0,1720,8478,2,60,206325,46,0
6202,3,1.75,1720,9775,1.0,0,0,3,8,1720,0,1970,8400,2,74,169000,38,0
6203,3,1.75,1720,5000,1.5,0,0,3,8,1720,0,1410,8300,2,75,420000,84,7
6204,3,1.5,1720,8100,2.0,0,0,3,8,1720,0,2210,8100,1,73,667000,109,0
6205,4,2.25,1720,8300,1.0,0,0,4,8,1720,0,2010,8000,1,53,240000,43,0
6206,4,2.0,1720,7560,1.0,0,0,3,7,1720,0,1750,7988,1,76,206000,57,0
6207,3,2.25,2070,7207,1.0,0,0,3,8,1720,350,2350,7980,3,72,535100,43,0
6208,4,2.75,2570,7264,2.0,0,0,3,8,1720,850,2420,7911,2,53,254500,18,0
6209,3,2.25,1720,7885,2.0,0,0,3,8,1720,0,2340,7885,3,55,290256,33,0
6210,3,2.5,1720,6847,2.0,0,0,3,7,1720,0,1610,7790,3,67,263000,29,0
6211,4,2.5,1720,5805,2.0,0,0,3,8,1720,0,2360,7700,1,58,295700,16,0
6212,3,1.0,1870,7671,1.0,0,0,4,8,1720,150,1460,7679,1,67,375000,79,0
6213,3,2.5,1720,3012,2.0,0,0,3,9,1720,0,1720,7658,2,76,500000,5,0
6214,3,1.75,1720,7202,1.0,0,0,3,7,1720,0,1720,7625,1,74,404000,21,0
6215,3,1.5,1720,7119,1.5,0,0,4,7,1720,0,1590,7616,1,80,341000,64,0
6216,3,2.0,1820,5000,1.5,0,0,4,8,1720,100,2220,7200,3,64,750000,75,0
6217,3,2.5,1720,6271,2.0,0,0,3,7,1720,0,1570,6587,2,73,265000,23,0
6218,3,1.75,2130,6360,1.0,0,0,3,7,1720,410,1540,6361,2,66,495500,57,0
6219,4,1.5,1720,6417,1.0,0,0,3,7,1720,0,1430,6240,2,64,360000,63,0
6220,3,2.5,1720,6194,2.0,0,0,3,8,1720,0,1720,6211,1,59,255000,18,0
6221,3,2.0,1840,6000,2.0,0,0,5,7,1720,120,1390,6000,1,75,778000,70,0
6222,4,2.0,2320,12000,1.0,0,0,3,7,1720,600,1390,6000,2,70,299000,73,2
6223,3,2.5,1720,10031,2.0,0,0,3,8,1720,0,2280,5845,2,60,383000,23,0
6224,4,2.5,2530,6500,1.5,0,0,3,8,1720,810,2150,5280,1,73,650000,41,0
6225,4,2.0,2330,5000,1.5,0,0,5,7,1720,610,2090,5000,1,52,891000,91,0
6226,5,1.5,1720,5000,1.5,0,0,3,8,1720,0,1720,5000,3,78,775000,101,0
6227,2,1.75,2320,5500,1.5,0,2,3,8,1720,600,2380,5000,2,77,700000,91,16
6228,5,2.5,2950,5500,1.5,0,0,5,7,1720,1230,2200,5000,2,67,660500,98,0
6229,5,2.0,1900,5000,1.0,0,2,3,8,1720,180,1770,5000,2,56,630000,59,0
6230,5,3.5,2320,4960,2.0,0,0,5,7,1720,600,1700,4960,3,70,822500,90,0
6231,3,2.5,1720,4515,2.0,0,0,3,7,1720,0,2220,4618,2,61,389000,11,0
6232,4,1.75,2100,4400,1.5,0,0,5,7,1720,380,1850,4400,3,64,445000,92,0
6233,3,2.0,1720,4200,2.0,0,0,3,8,1720,0,1720,4200,3,53,713500,108,24
6234,3,1.75,1720,5000,1.0,0,0,3,9,1720,0,2120,4188,3,78,770000,62,2
6235,5,2.25,2120,4000,1.5,0,0,4,7,1720,400,1960,4000,3,78,682000,106,0
6236,4,2.0,2120,4000,1.5,0,0,4,7,1720,400,1760,4000,2,78,597000,89,0
6237,3,2.5,1720,4006,2.0,0,0,3,8,1720,0,1780,3974,1,64,535000,22,0
6238,2,2.25,2550,5663,1.0,0,0,3,10,1720,830,2560,3828,3,80,630000,5,0
6239,4,1.0,1720,4011,1.5,0,0,4,7,1720,0,1580,3784,1,59,500000,112,0
6240,3,2.75,2670,3738,1.0,0,0,3,10,1720,950,2610,3734,3,60,798800,3,0
6241,3,2.5,1720,3600,2.0,0,0,3,7,1720,0,1720,3600,1,63,386380,6,0
6242,3,2.5,1720,3676,2.0,0,0,3,7,1720,0,1720,3510,3,68,255950,24,0
6243,3,2.5,1720,3407,2.0,0,0,3,7,1720,0,1720,3407,1,63,245000,24,0
6244,3,2.5,2030,2805,2.0,0,0,3,8,1720,310,1670,2898,3,69,471000,15,0
6245,3,3.5,2490,3517,2.0,0,0,3,8,1720,770,1600,2378,1,65,533500,11,0
6246,3,2.5,1720,1916,2.0,0,0,3,7,1720,0,1760,1916,3,69,280000,11,0
6247,3,3.5,2490,3582,2.0,0,0,3,8,1720,770,1445,1590,2,63,550000,11,0
6248,3,2.25,1715,6819,2.0,0,0,3,7,1715,0,2238,6819,3,58,257500,21,0
6249,4,2.5,1714,3080,2.0,0,0,3,8,1714,0,1714,3250,1,80,307000,7,0
6250,3,2.0,1710,134489,1.0,0,2,5,7,1710,0,1700,63823,3,78,397000,64,0
6251,4,1.75,2860,48351,1.0,0,0,3,8,1710,1150,2460,43560,1,73,530000,38,0
6252,3,2.25,1710,21485,2.0,0,0,3,7,1710,0,1680,21485,2,75,482000,27,0
6253,3,1.75,1710,15844,1.0,0,0,4,8,1710,0,1990,20359,3,52,322400,52,0
6254,4,2.25,2810,23400,1.0,0,1,3,7,1710,1100,1860,14900,1,71,407000,58,0
6255,3,2.25,2880,7599,1.0,0,2,3,9,1710,1170,2920,12401,1,65,1540000,58,14
6256,4,1.0,1710,117176,1.5,0,0,4,6,1710,0,1940,12223,3,56,389900,74,0
6257,3,2.5,1710,12677,2.0,0,0,3,8,1710,0,1610,12160,3,55,431000,20,0
6258,4,2.25,2210,10039,1.0,0,0,4,8,1710,500,2070,10965,1,54,620000,49,0
6259,5,2.75,2830,11795,1.0,0,0,4,7,1710,1120,2460,10880,1,74,628000,56,0
6260,3,1.75,1710,10800,1.0,0,0,4,7,1710,0,1890,10800,1,80,368000,58,0
6261,5,3.0,2840,7199,1.0,0,0,3,7,1710,1130,2210,10800,3,55,292050,13,0
6262,3,2.25,3420,9900,1.0,0,0,3,9,1710,1710,2290,10700,3,77,692500,53,12
6263,4,1.75,1710,10440,1.0,0,0,4,7,1710,0,1480,10440,3,54,525000,61,0
6264,3,2.25,2880,7200,1.0,0,0,3,8,1710,1170,1880,10200,2,80,499950,46,0
6265,4,1.75,1710,8947,1.0,0,0,4,7,1710,0,1360,10133,2,72,571900,60,0
6266,3,2.5,1710,8998,2.0,0,0,3,8,1710,0,1710,9859,1,65,479000,34,0
6267,4,2.5,2810,9800,1.0,0,0,4,8,1710,1100,2800,9800,3,79,825000,43,0
6268,5,2.5,1710,9720,2.0,0,0,4,8,1710,0,2270,9672,3,54,549000,42,0
6269,3,1.0,1710,12000,1.0,0,0,4,7,1710,0,1310,9600,1,61,255000,44,0
6270,4,3.0,2710,7199,1.0,0,0,4,7,1710,1000,2070,9271,3,58,258000,49,0
6271,3,1.75,1710,8767,1.0,0,0,4,8,1710,0,2050,9200,3,76,630000,30,0
6272,3,1.75,1710,7320,1.0,0,0,3,7,1710,0,2260,8839,1,72,463000,68,0
6273,3,1.75,1710,9707,1.0,0,0,4,8,1710,0,1820,8700,3,50,522500,50,0
6274,4,2.75,3410,7750,1.0,0,4,5,8,1710,1700,3080,8525,2,71,1100000,58,0
6275,3,2.0,1710,8910,1.0,0,0,5,7,1710,0,1430,8493,2,56,390000,63,0
6276,5,1.5,1710,8100,1.5,0,0,4,7,1710,0,1480,8025,3,74,158550,55,0
6277,4,1.0,1710,7000,1.5,0,0,3,7,1710,0,2030,7938,3,60,433000,66,0
6278,4,1.75,1710,7724,1.0,0,0,3,8,1710,0,1940,7724,3,77,430000,33,0
6279,5,2.5,1710,7700,1.5,0,0,3,7,1710,0,1530,7700,2,70,431650,54,0
6280,4,2.75,2330,6703,1.5,0,0,3,7,1710,620,2060,7500,2,69,580000,33,0
6281,3,2.0,1710,7225,2.0,0,0,4,7,1710,0,1710,7225,2,74,250500,28,0
6282,4,2.0,1710,8288,1.5,0,0,3,7,1710,0,1710,7200,2,72,211000,46,0
6283,5,2.5,2510,7525,1.5,0,0,4,7,1710,800,1270,6741,3,53,400000,87,0
6284,3,2.25,2920,6300,1.0,0,0,3,8,1710,1210,1940,6300,1,72,680000,60,0
6285,4,2.75,2880,5750,1.5,0,0,5,9,1710,1170,1640,5750,3,70,920000,88,0
6286,3,3.0,2240,10479,2.0,0,0,4,7,1710,530,1530,5244,2,79,399000,66,0
6287,5,2.0,2610,5009,1.0,0,0,3,7,1710,900,1600,5040,3,67,439000,28,0
6288,3,2.0,2210,5000,1.5,0,2,3,7,1710,500,1920,5000,2,71,685000,107,0
6289,4,3.0,2780,5000,1.5,0,0,5,7,1710,1070,1150,5000,2,54,675000,97,0
6290,3,2.5,1710,5633,2.0,0,0,3,7,1710,0,1540,5000,3,75,372000,35,0
6291,3,2.5,1710,4920,2.0,0,0,3,7,1710,0,1500,4920,2,74,415000,26,0
6292,3,1.0,1710,4050,1.5,0,0,3,7,1710,0,1790,4896,3,64,620000,107,0
6293,3,3.0,1860,2875,2.0,0,0,3,8,1710,150,1350,4830,3,61,399950,7,0
6294,3,2.25,1710,4561,2.0,0,0,4,8,1710,0,1810,4770,3,67,500000,22,0
6295,3,2.0,1710,4697,1.5,0,0,5,6,1710,0,1030,4705,2,79,233000,75,0
6296,3,2.5,2940,4799,1.0,0,0,3,9,1710,1230,2540,4616,3,51,589000,20,0
6297,4,2.25,2020,4960,2.0,0,0,3,7,1710,310,1590,4550,3,77,490000,78,0
6298,4,1.5,1710,4600,1.5,0,0,3,7,1710,0,1740,4455,2,65,495800,92,0
6299,4,2.0,1710,4178,1.5,0,0,4,8,1710,0,1760,4178,3,73,895000,90,0
6300,2,1.75,1710,4187,1.0,0,0,3,7,1710,0,1760,4084,1,79,332544,29,0
6301,4,3.0,2170,2500,2.0,0,0,3,8,1710,460,2170,4080,3,58,767250,19,0
6302,4,2.0,1710,3875,1.5,0,0,4,7,1710,0,1710,3812,1,60,565000,109,0
6303,3,2.25,1710,4140,2.0,0,0,3,8,1710,0,1730,3680,1,69,561000,12,0
6304,3,2.5,1710,3469,2.0,0,0,3,8,1710,0,2120,3560,3,52,524250,17,0
6305,4,2.5,1710,3500,2.0,0,0,3,7,1710,0,1710,3500,3,58,282900,2,0
6306,3,3.25,2440,2812,2.0,0,0,3,8,1710,730,2440,2836,2,75,613000,11,0
6307,5,2.75,2720,193406,1.0,0,4,4,7,1700,1020,2820,248292,1,59,456000,48,0
6308,3,2.0,1700,52826,1.0,0,0,3,7,1700,0,2480,114728,2,56,429000,25,0
6309,4,1.75,1700,40973,1.0,0,0,3,8,1700,0,2760,40973,1,71,334950,55,0
6310,3,1.75,1700,51649,1.5,0,0,5,6,1700,0,1100,39504,3,67,545000,85,0
6311,5,2.25,2940,38009,1.0,0,0,3,8,1700,1240,2620,38300,1,66,528000,39,0
6312,4,2.75,2500,20000,1.0,0,0,4,8,1700,800,2650,20000,1,59,950000,47,0
6313,5,3.0,2240,19090,1.0,0,0,4,8,1700,540,2280,20000,2,70,335500,48,0
6314,3,1.5,1700,14133,1.0,0,1,4,8,1700,0,2630,17376,1,68,979000,62,0
6315,3,1.75,2600,15064,1.0,0,0,4,8,1700,900,2940,14984,3,61,860000,49,0
6316,3,2.0,2860,24046,1.0,0,0,3,9,1700,1160,1460,13648,2,78,289275,31,0
6317,3,2.5,2260,9577,2.0,0,0,3,8,1700,560,1740,10240,2,55,900000,91,12
6318,4,2.5,2630,8580,1.0,0,0,4,9,1700,930,2430,10240,3,80,710000,39,0
6319,3,2.5,2080,9612,1.0,0,3,4,8,1700,380,2560,10202,1,60,689000,76,0
6320,4,2.25,2070,13084,1.0,0,0,4,8,1700,370,2520,10180,3,58,795000,49,0
6321,4,2.5,2710,12138,1.0,0,0,3,8,1700,1010,2390,10052,2,52,535000,48,0
6322,4,2.75,2530,11549,1.0,0,0,3,7,1700,830,2530,10000,1,63,525000,74,0
6323,4,2.5,2420,10285,1.0,0,4,3,8,1700,720,2540,9900,3,62,760000,58,0
6324,3,2.0,1700,10000,2.0,0,0,3,8,1700,0,1460,9621,1,72,454000,24,0
6325,4,2.75,2550,8632,1.0,0,0,3,8,1700,850,2550,9534,3,51,691000,44,0
6326,3,2.75,2300,5090,2.0,0,0,3,8,1700,600,1530,9100,1,53,452000,9,0
6327,3,2.5,2100,9040,1.0,0,0,3,8,1700,400,2430,8809,3,54,506400,27,0
6328,3,2.0,1700,8448,1.0,0,0,3,7,1700,0,1350,8587,3,70,245000,20,0
6329,5,2.5,3400,8970,1.0,0,0,4,8,1700,1700,1890,8475,1,80,464000,57,0
6330,4,1.75,1700,7800,1.0,0,0,4,8,1700,0,2430,8342,1,58,600000,41,0
6331,4,2.5,3060,10043,1.0,0,0,4,8,1700,1360,1630,8296,3,67,475000,48,0
6332,4,2.25,2610,7700,1.0,0,0,3,8,1700,910,2260,8266,2,56,580000,39,0
6333,2,1.75,1700,18000,1.0,0,0,3,8,1700,0,1700,8225,2,72,290000,44,0
6334,4,2.5,2800,8190,1.0,0,0,3,8,1700,1100,2460,8165,3,67,569500,45,0
6335,3,1.0,1700,11390,1.0,0,0,4,7,1700,0,1350,8164,2,67,210000,49,0
6336,3,1.5,2790,6900,1.0,0,2,3,8,1700,1090,2410,8100,1,66,560000,61,0
6337,3,1.0,1700,8645,1.0,0,0,3,6,1700,0,1500,7980,1,73,284700,61,0
6338,3,1.0,1700,8645,1.0,0,0,3,6,1700,0,1500,7980,3,58,149000,61,0
6339,4,1.75,1700,9000,1.0,0,0,3,7,1700,0,1930,7818,2,53,423000,49,0
6340,5,2.75,2770,7620,1.0,0,0,3,7,1700,1070,1720,7620,3,66,402000,51,0
6341,4,2.5,1700,9000,1.0,0,0,5,7,1700,0,1370,7592,3,51,410000,44,0
6342,3,2.5,1700,7210,2.0,0,0,5,7,1700,0,1700,7566,3,58,565000,50,0
6343,4,2.5,1700,6675,2.0,0,0,3,7,1700,0,1570,7540,2,56,215000,19,0
6344,3,2.5,1700,7496,2.0,0,0,3,8,1700,0,2280,7496,3,67,349950,22,0
6345,4,2.5,1700,7280,2.0,0,0,4,7,1700,0,1950,7475,3,74,290000,28,0
6346,3,1.75,1700,7532,1.0,0,0,3,7,1700,0,1690,7405,2,77,255000,29,0
6347,3,2.5,1700,6698,2.0,0,0,3,7,1700,0,2190,7346,2,76,335000,19,0
6348,2,1.0,2020,7200,1.0,0,3,4,7,1700,320,2020,7200,1,62,720000,69,0
6349,3,2.0,1700,6498,1.0,0,0,3,7,1700,0,1700,6654,3,80,290000,30,0
6350,2,2.5,1700,6635,2.0,0,0,4,8,1700,0,1700,6635,2,70,407000,40,0
6351,3,2.5,1700,6000,2.0,0,0,3,8,1700,0,1940,6626,2,70,250000,19,0
6352,3,1.75,1700,8481,2.0,0,0,3,7,1700,0,1830,6600,2,65,300000,23,0
6353,3,2.5,1700,6200,2.0,0,0,3,8,1700,0,1720,6205,1,56,262000,19,0
6354,4,2.5,1700,6031,2.0,0,0,3,8,1700,0,1930,6035,3,71,225000,22,0
6355,4,2.25,1700,7056,2.0,0,0,3,7,1700,0,1650,6025,3,79,269500,17,0
6356,3,1.0,1700,6356,1.5,0,0,3,7,1700,0,2080,6000,3,67,681000,109,0
6357,4,1.75,1700,6000,1.0,0,0,3,7,1700,0,1280,6000,3,72,148900,49,0
6358,4,2.0,1700,6025,1.0,0,0,3,6,1700,0,1320,5956,3,77,206000,38,0
6359,3,2.25,2520,6690,2.0,0,2,5,8,1700,820,1990,5792,3,52,835000,72,26
6360,4,1.75,3080,6500,1.0,0,0,4,9,1700,1380,2960,5711,2,54,1140000,75,0
6361,3,2.5,2390,5500,1.0,0,3,3,9,1700,690,2700,5500,1,73,1350000,64,0
